"species","genus","family"
"Taraxacum austrinum","Taraxacum","Asteraceae"
"Taraxacum autumnale","Taraxacum","Asteraceae"
"Taraxacum autumnaliforme","Taraxacum","Asteraceae"
"Taraxacum balticiforme","Taraxacum","Asteraceae"
"Taraxacum besarabicum","Taraxacum","Asteraceae"
"Taraxacum binilobatum","Taraxacum","Asteraceae"
"Taraxacum boekmanii","Taraxacum","Asteraceae"
"Taraxacum bracteatum","Taraxacum","Asteraceae"
"Taraxacum braun-blanquetii","Taraxacum","Asteraceae"
"Taraxacum caespitosum","Taraxacum","Asteraceae"
"Taraxacum castaneum","Taraxacum","Asteraceae"
"Taraxacum ciliare","Taraxacum","Asteraceae"
"Taraxacum ciliatum","Taraxacum","Asteraceae"
"Taraxacum cinereum","Taraxacum","Asteraceae"
"Taraxacum circinatum","Taraxacum","Asteraceae"
"Taraxacum clemens","Taraxacum","Asteraceae"
"Taraxacum cognoscibile","Taraxacum","Asteraceae"
"Taraxacum cucullatiforme","Taraxacum","Asteraceae"
"Taraxacum cucullatum","Taraxacum","Asteraceae"
"Taraxacum curvatum","Taraxacum","Asteraceae"
"Taraxacum cyrtum","Taraxacum","Asteraceae"
"Taraxacum debrayi","Taraxacum","Asteraceae"
"Taraxacum decrepitum","Taraxacum","Asteraceae"
"Taraxacum delanghei","Taraxacum","Asteraceae"
"Taraxacum drucei","Taraxacum","Asteraceae"
"Taraxacum dunense","Taraxacum","Asteraceae"
"Taraxacum duplidentifrons","Taraxacum","Asteraceae"
"Taraxacum eminens","Taraxacum","Asteraceae"
"Taraxacum erythrospermum","Taraxacum","Asteraceae"
"Taraxacum ferale","Taraxacum","Asteraceae"
"Taraxacum fimbriatum","Taraxacum","Asteraceae"
"Taraxacum flandricum","Taraxacum","Asteraceae"
"Taraxacum flos-lacus","Taraxacum","Asteraceae"
"Taraxacum fontanicola","Taraxacum","Asteraceae"
"Taraxacum fontanosquameum","Taraxacum","Asteraceae"
"Taraxacum frugale","Taraxacum","Asteraceae"
"Taraxacum fulviforme","Taraxacum","Asteraceae"
"Taraxacum gaditanum","Taraxacum","Asteraceae"
"Taraxacum gallicum","Taraxacum","Asteraceae"
"Taraxacum gelertii","Taraxacum","Asteraceae"
"Taraxacum gelricum","Taraxacum","Asteraceae"
"Taraxacum glandiforme","Taraxacum","Asteraceae"
"Taraxacum hamatiforme","Taraxacum","Asteraceae"
"Taraxacum hamatulum","Taraxacum","Asteraceae"
"Taraxacum hamatum","Taraxacum","Asteraceae"
"Taraxacum hamiferum","Taraxacum","Asteraceae"
"Taraxacum helveticum","Taraxacum","Asteraceae"
"Taraxacum herae","Taraxacum","Asteraceae"
"Taraxacum hollandicum","Taraxacum","Asteraceae"
"Taraxacum hygrophilum","Taraxacum","Asteraceae"
"Taraxacum infradentatum","Taraxacum","Asteraceae"
"Taraxacum invocatum","Taraxacum","Asteraceae"
"Taraxacum irrigatum","Taraxacum","Asteraceae"
"Taraxacum lacistophylloides","Taraxacum","Asteraceae"
"Taraxacum lacistophyllum","Taraxacum","Asteraceae"
"Taraxacum lambinonii","Taraxacum","Asteraceae"
"Taraxacum lamprophyllum","Taraxacum","Asteraceae"
"Taraxacum leucospermum","Taraxacum","Asteraceae"
"Taraxacum litardierei","Taraxacum","Asteraceae"
"Taraxacum maculatum","Taraxacum","Asteraceae"
"Taraxacum madidum","Taraxacum","Asteraceae"
"Taraxacum marklundii","Taraxacum","Asteraceae"
"Taraxacum marmottae","Taraxacum","Asteraceae"
"Taraxacum mattmarkense","Taraxacum","Asteraceae"
"Taraxacum mediterraneum","Taraxacum","Asteraceae"
"Taraxacum minimum","Taraxacum","Asteraceae"
"Taraxacum morulum","Taraxacum","Asteraceae"
"Taraxacum multidentatum","Taraxacum","Asteraceae"
"Taraxacum multidenticulatum","Taraxacum","Asteraceae"
"Taraxacum multilepis","Taraxacum","Asteraceae"
"Taraxacum navarrense","Taraxacum","Asteraceae"
"Taraxacum nitidiorum","Taraxacum","Asteraceae"
"Taraxacum nordstedtii","Taraxacum","Asteraceae"
"Taraxacum obovatum","Taraxacum","Asteraceae"
"Taraxacum ochrocarpum","Taraxacum","Asteraceae"
"Taraxacum ochrospermum","Taraxacum","Asteraceae"
"Taraxacum odiosum","Taraxacum","Asteraceae"
"Taraxacum officinale","Taraxacum","Asteraceae"
"Taraxacum ooststroomii","Taraxacum","Asteraceae"
"Taraxacum ostenfeldii","Taraxacum","Asteraceae"
"Taraxacum oxoniense","Taraxacum","Asteraceae"
"Taraxacum palustre","Taraxacum","Asteraceae"
"Taraxacum panalpinum","Taraxacum","Asteraceae"
"Taraxacum parnassicum","Taraxacum","Asteraceae"
"Taraxacum perfissum","Taraxacum","Asteraceae"
"Taraxacum pinnatifidum","Taraxacum","Asteraceae"
"Taraxacum pomposum","Taraxacum","Asteraceae"
"Taraxacum prionum","Taraxacum","Asteraceae"
"Taraxacum pseudocastaneum","Taraxacum","Asteraceae"
"Taraxacum pseudodunense","Taraxacum","Asteraceae"
"Taraxacum pseudohamatum","Taraxacum","Asteraceae"
"Taraxacum pseudohoppeanum","Taraxacum","Asteraceae"
"Taraxacum pseudomarklundii","Taraxacum","Asteraceae"
"Taraxacum pulcherrimum","Taraxacum","Asteraceae"
"Taraxacum purpureocornutum","Taraxacum","Asteraceae"
"Taraxacum purpureomarginatum","Taraxacum","Asteraceae"
"Taraxacum pyrenaicum","Taraxacum","Asteraceae"
"Taraxacum pyrrhopappum","Taraxacum","Asteraceae"
"Taraxacum pyroporum","Taraxacum","Asteraceae"
"Taraxacum quadrans","Taraxacum","Asteraceae"
"Taraxacum raii","Taraxacum","Asteraceae"
"Taraxacum renosense","Taraxacum","Asteraceae"
"Taraxacum reophilum","Taraxacum","Asteraceae"
"Taraxacum roseocarpum","Taraxacum","Asteraceae"
"Taraxacum roseopedatum","Taraxacum","Asteraceae"
"Taraxacum rubicundum","Taraxacum","Asteraceae"
"Taraxacum rubricatum","Taraxacum","Asteraceae"
"Taraxacum rufonerve","Taraxacum","Asteraceae"
"Taraxacum saasense","Taraxacum","Asteraceae"
"Taraxacum sabaudum","Taraxacum","Asteraceae"
"Taraxacum sagittilobum","Taraxacum","Asteraceae"
"Taraxacum scanicum","Taraxacum","Asteraceae"
"Taraxacum schroeterianum","Taraxacum","Asteraceae"
"Taraxacum subditivum","Taraxacum","Asteraceae"
"Taraxacum subericinum","Taraxacum","Asteraceae"
"Taraxacum taeniatum","Taraxacum","Asteraceae"
"Taraxacum tanyolobum","Taraxacum","Asteraceae"
"Taraxacum tortilobum","Taraxacum","Asteraceae"
"Taraxacum udum","Taraxacum","Asteraceae"
"Taraxacum venustum","Taraxacum","Asteraceae"
"Taraxacum versaillense","Taraxacum","Asteraceae"
"Taraxacum zevenbergenii","Taraxacum","Asteraceae"
"Taxodium distichum","Taxodium","Cupressaceae"
"Taxus baccata","Taxus","Taxaceae"
"Teesdalia coronopifolia","Teesdalia","Brassicaceae"
"Teesdalia nudicaulis","Teesdalia","Brassicaceae"
"Telekia speciosa","Telekia","Asteraceae"
"Telephium imperati","Telephium","Caryophyllaceae"
"Tephroseris balbisiana","Tephroseris","Asteraceae"
"Tephroseris helenitis","Tephroseris","Asteraceae"
"Tephroseris integrifolia","Tephroseris","Asteraceae"
"Tephroseris palustris","Tephroseris","Asteraceae"
"Tetraclinis articulata","Tetraclinis","Cupressaceae"
"Tetragonia tetragonoides","Tetragonia","Aizoaceae"
"Teucrium aristatum","Teucrium","Lamiaceae"
"Teucrium aureum","Teucrium","Lamiaceae"
"Teucrium botrys","Teucrium","Lamiaceae"
"Teucrium capitatum","Teucrium","Lamiaceae"
"Teucrium chamaedrys","Teucrium","Lamiaceae"
"Teucrium dunense","Teucrium","Lamiaceae"
"Teucrium flavum","Teucrium","Lamiaceae"
"Teucrium fruticans","Teucrium","Lamiaceae"
"Teucrium lucidum","Teucrium","Lamiaceae"
"Teucrium marum","Teucrium","Lamiaceae"
"Teucrium massiliense","Teucrium","Lamiaceae"
"Teucrium montanum","Teucrium","Lamiaceae"
"Teucrium polium","Teucrium","Lamiaceae"
"Teucrium pseudochamaepitys","Teucrium","Lamiaceae"
"Teucrium pyrenaicum","Teucrium","Lamiaceae"
"Teucrium rouyanum","Teucrium","Lamiaceae"
"Teucrium scordium","Teucrium","Lamiaceae"
"Teucrium scorodonia","Teucrium","Lamiaceae"
"Thalictrum alpinum","Thalictrum","Ranunculaceae"
"Thalictrum aquilegiifolium","Thalictrum","Ranunculaceae"
"Thalictrum flavum","Thalictrum","Ranunculaceae"
"Thalictrum foetidum","Thalictrum","Ranunculaceae"
"Thalictrum lucidum","Thalictrum","Ranunculaceae"
"Thalictrum macrocarpum","Thalictrum","Ranunculaceae"
"Thalictrum minus","Thalictrum","Ranunculaceae"
"Thalictrum simplex","Thalictrum","Ranunculaceae"
"Thalictrum tuberosum","Thalictrum","Ranunculaceae"
"Thapsia villosa","Thapsia","Apiaceae"
"Theligonum cynocrambe","Theligonum","Rubiaceae"
"Thelypteris palustris","Thelypteris","Thelypteridaceae"
"Thesium alpinum","Thesium","Thesiaceae"
"Thesium corsalpinum","Thesium","Thesiaceae"
"Thesium humifusum","Thesium","Thesiaceae"
"Thesium humile","Thesium","Thesiaceae"
"Thesium kyrnosum","Thesium","Thesiaceae"
"Thesium linophyllon","Thesium","Thesiaceae"
"Thesium pyrenaicum","Thesium","Thesiaceae"
"Thlaspi alliaceum","Thlaspi","Brassicaceae"
"Thlaspi arvense","Thlaspi","Brassicaceae"
"Thuja occidentalis","Thuja","Cupressaceae"
"Thuja plicata","Thuja","Cupressaceae"
"Thymelaea calycina","Thymelaea","Thymelaeaceae"
"Thymelaea dioica","Thymelaea","Thymelaeaceae"
"Thymelaea hirsuta","Thymelaea","Thymelaeaceae"
"Thymelaea passerina","Thymelaea","Thymelaeaceae"
"Thymelaea ruizii","Thymelaea","Thymelaeaceae"
"Thymelaea sanamunda","Thymelaea","Thymelaeaceae"
"Thymelaea tartonraira","Thymelaea","Thymelaeaceae"
"Thymelaea tinctoria","Thymelaea","Thymelaeaceae"
"Thymus dolomiticus","Thymus","Lamiaceae"
"Thymus embergeri","Thymus","Lamiaceae"
"Thymus herba-barona","Thymus","Lamiaceae"
"Thymus longicaulis","Thymus","Lamiaceae"
"Thymus nervosus","Thymus","Lamiaceae"
"Thymus nitens","Thymus","Lamiaceae"
"Thymus oenipontanus","Thymus","Lamiaceae"
"Thymus pulegioides","Thymus","Lamiaceae"
"Thymus serpyllum","Thymus","Lamiaceae"
"Thymus vulgaris","Thymus","Lamiaceae"
"Thysselinum lancifolium","Thysselinum","Apiaceae"
"Thysselinum palustre","Thysselinum","Apiaceae"
"Tilia cordata","Tilia","Malvaceae"
"Tilia platyphyllos","Tilia","Malvaceae"
"Tilia tomentosa","Tilia","Malvaceae"
"Tofieldia calyculata","Tofieldia","Tofieldiaceae"
"Tofieldia pusilla","Tofieldia","Tofieldiaceae"
"Tolpis staticifolia","Tolpis","Asteraceae"
"Tolpis umbellata","Tolpis","Asteraceae"
"Tolpis virgata","Tolpis","Asteraceae"
"Tordylium aegyptiacum","Tordylium","Apiaceae"
"Tordylium apulum","Tordylium","Apiaceae"
"Tordylium lanatum","Tordylium","Apiaceae"
"Tordylium maximum","Tordylium","Apiaceae"
"Tordylium syriacum","Tordylium","Apiaceae"
"Torilis africana","Torilis","Apiaceae"
"Torilis arvensis","Torilis","Apiaceae"
"Torilis japonica","Torilis","Apiaceae"
"Torilis leptophylla","Torilis","Apiaceae"
"Torilis nodosa","Torilis","Apiaceae"
"Toxicodendron radicans","Toxicodendron","Anacardiaceae"
"Tozzia alpina","Tozzia","Orobanchaceae"
"Trachelium caeruleum","Trachelium","Campanulaceae"
"Trachycarpus fortunei","Trachycarpus","Arecaceae"
"Trachystemon orientalis","Trachystemon","Boraginaceae"
"Tractema lilio-hyacinthus","Tractema","Asparagaceae"
"Tractema umbellata","Tractema","Asparagaceae"
"Tractema verna","Tractema","Asparagaceae"
"Tradescantia fluminensis","Tradescantia","Commelinaceae"
"Tragopogon angustifolius","Tragopogon","Asteraceae"
"Tragopogon crocifolius","Tragopogon","Asteraceae"
"Tragopogon dubius","Tragopogon","Asteraceae"
"Tragopogon eriospermus","Tragopogon","Asteraceae"
"Tragopogon porrifolius","Tragopogon","Asteraceae"
"Tragopogon pratensis","Tragopogon","Asteraceae"
"Tragus racemosus","Tragus","Poaceae"
"Trapa natans","Trapa","Lythraceae"
"Traunsteinera globosa","Traunsteinera","Orchidaceae"
"Tribulus terrestris","Tribulus","Zygophyllaceae"
"Trichophorum alpinum","Trichophorum","Cyperaceae"
"Trichophorum cespitosum","Trichophorum","Cyperaceae"
"Trichophorum pumilum","Trichophorum","Cyperaceae"
"Trifolium alexandrinum","Trifolium","Fabaceae"
"Trifolium alpestre","Trifolium","Fabaceae"
"Trifolium alpinum","Trifolium","Fabaceae"
"Trifolium angulatum","Trifolium","Fabaceae"
"Trifolium angustifolium","Trifolium","Fabaceae"
"Trifolium argutum","Trifolium","Fabaceae"
"Trifolium arvense","Trifolium","Fabaceae"
"Trifolium aureum","Trifolium","Fabaceae"
"Trifolium badium","Trifolium","Fabaceae"
"Trifolium bocconei","Trifolium","Fabaceae"
"Trifolium campestre","Trifolium","Fabaceae"
"Trifolium cernuum","Trifolium","Fabaceae"
"Trifolium cherleri","Trifolium","Fabaceae"
"Trifolium cinctum","Trifolium","Fabaceae"
"Trifolium constantinopolitanum","Trifolium","Fabaceae"
"Trifolium diffusum","Trifolium","Fabaceae"
"Trifolium dubium","Trifolium","Fabaceae"
"Trifolium fragiferum","Trifolium","Fabaceae"
"Trifolium glomeratum","Trifolium","Fabaceae"
"Trifolium hirtum","Trifolium","Fabaceae"
"Trifolium hybridum","Trifolium","Fabaceae"
"Trifolium incarnatum","Trifolium","Fabaceae"
"Trifolium infamia-ponertii","Trifolium","Fabaceae"
"Trifolium isthmocarpum","Trifolium","Fabaceae"
"Trifolium lappaceum","Trifolium","Fabaceae"
"Trifolium leucanthum","Trifolium","Fabaceae"
"Trifolium ligusticum","Trifolium","Fabaceae"
"Trifolium medium","Trifolium","Fabaceae"
"Trifolium michelianum","Trifolium","Fabaceae"
"Trifolium micranthum","Trifolium","Fabaceae"
"Trifolium montanum","Trifolium","Fabaceae"
"Trifolium nigrescens","Trifolium","Fabaceae"
"Trifolium occidentale","Trifolium","Fabaceae"
"Trifolium ochroleucon","Trifolium","Fabaceae"
"Trifolium ornithopodioides","Trifolium","Fabaceae"
"Trifolium pallescens","Trifolium","Fabaceae"
"Trifolium pallidum","Trifolium","Fabaceae"
"Trifolium pannonicum","Trifolium","Fabaceae"
"Trifolium patens","Trifolium","Fabaceae"
"Trifolium phleoides","Trifolium","Fabaceae"
"Trifolium pratense","Trifolium","Fabaceae"
"Trifolium purpureum","Trifolium","Fabaceae"
"Trifolium repens","Trifolium","Fabaceae"
"Trifolium resupinatum","Trifolium","Fabaceae"
"Trifolium retusum","Trifolium","Fabaceae"
"Trifolium rubens","Trifolium","Fabaceae"
"Trifolium saxatile","Trifolium","Fabaceae"
"Trifolium scabrum","Trifolium","Fabaceae"
"Trifolium spadiceum","Trifolium","Fabaceae"
"Trifolium spumosum","Trifolium","Fabaceae"
"Trifolium squamosum","Trifolium","Fabaceae"
"Trifolium squarrosum","Trifolium","Fabaceae"
"Trifolium stellatum","Trifolium","Fabaceae"
"Trifolium striatum","Trifolium","Fabaceae"
"Trifolium strictum","Trifolium","Fabaceae"
"Trifolium subterraneum","Trifolium","Fabaceae"
"Trifolium suffocatum","Trifolium","Fabaceae"
"Trifolium sylvaticum","Trifolium","Fabaceae"
"Trifolium thalii","Trifolium","Fabaceae"
"Trifolium tomentosum","Trifolium","Fabaceae"
"Trifolium vesiculosum","Trifolium","Fabaceae"
"Triglochin barrelieri","Triglochin","Juncaginaceae"
"Triglochin laxiflora","Triglochin","Juncaginaceae"
"Triglochin maritima","Triglochin","Juncaginaceae"
"Triglochin palustris","Triglochin","Juncaginaceae"
"Trigonella esculenta","Trigonella","Fabaceae"
"Trigonella foenum-graecum","Trigonella","Fabaceae"
"Trigonella gladiata","Trigonella","Fabaceae"
"Trinia glauca","Trinia","Apiaceae"
"Triphysaria pusilla","Triphysaria","Orobanchaceae"
"Tripidium ravennae","Tripidium","Poaceae"
"Tripleurospermum inodorum","Tripleurospermum","Asteraceae"
"Tripleurospermum maritimum","Tripleurospermum","Asteraceae"
"Tripodion tetraphyllum","Tripodion","Fabaceae"
"Tripolium pannonicum","Tripolium","Asteraceae"
"Trisetaria panicea","Trisetaria","Poaceae"
"Trisetum baregense","Trisetum","Poaceae"
"Trisetum burnoufii","Trisetum","Poaceae"
"Trisetum distichophyllum","Trisetum","Poaceae"
"Trisetum flavescens","Trisetum","Poaceae"
"Trisetum gracile","Trisetum","Poaceae"
"Trisetum spicatum","Trisetum","Poaceae"
"Ipheion uniflorum","Ipheion","Amaryllidaceae"
"Triticum aestivum","Triticum","Poaceae"
"Triticum monococcum","Triticum","Poaceae"
"Triticum turgidum","Triticum","Poaceae"
"Tritonia crocata","Tritonia","Iridaceae"
"Trocdaris verticillatum","Trocdaris","Apiaceae"
"Trochiscanthes nodiflora","Trochiscanthes","Apiaceae"
"Trollius europaeus","Trollius","Ranunculaceae"
"Tropaeolum majus","Tropaeolum","Tropaeolaceae"
"Tropaeolum pentaphyllum","Tropaeolum","Tropaeolaceae"
"Tsuga heterophylla","Tsuga","Pinaceae"
"Tuberaria guttata","Tuberaria","Cistaceae"
"Tuberaria inconspicua","Tuberaria","Cistaceae"
"Tuberaria praecox","Tuberaria","Cistaceae"
"Tulipa agenensis","Tulipa","Liliaceae"
"Tulipa clusiana","Tulipa","Liliaceae"
"Tulipa gesneriana","Tulipa","Liliaceae"
"Tulipa lortetii","Tulipa","Liliaceae"
"Tulipa raddii","Tulipa","Liliaceae"
"Tulipa sylvestris","Tulipa","Liliaceae"
"Turgenia latifolia","Turgenia","Apiaceae"
"Turritis glabra","Turritis","Brassicaceae"
"Tussilago farfara","Tussilago","Asteraceae"
"Typha angustifolia","Typha","Typhaceae"
"Typha domingensis","Typha","Typhaceae"
"Typha latifolia","Typha","Typhaceae"
"Typha laxmannii","Typha","Typhaceae"
"Typha minima","Typha","Typhaceae"
"Tyrimnus leucographus","Tyrimnus","Asteraceae"
"Ulex breoganii","Ulex","Fabaceae"
"Ulex europaeus","Ulex","Fabaceae"
"Ulex gallii","Ulex","Fabaceae"
"Ulex minor","Ulex","Fabaceae"
"Ulex parviflorus","Ulex","Fabaceae"
"Ulmus glabra","Ulmus","Ulmaceae"
"Ulmus laevis","Ulmus","Ulmaceae"
"Ulmus minor","Ulmus","Ulmaceae"
"Umbilicus horizontalis","Umbilicus","Crassulaceae"
"Umbilicus rupestris","Umbilicus","Crassulaceae"
"Urginea fugax","Urginea","Asparagaceae"
"Urospermum dalechampii","Urospermum","Asteraceae"
"Urospermum picroides","Urospermum","Asteraceae"
"Urtica atrovirens","Urtica","Urticaceae"
"Urtica dioica","Urtica","Urticaceae"
"Urtica membranacea","Urtica","Urticaceae"
"Urtica pilulifera","Urtica","Urticaceae"
"Urtica urens","Urtica","Urticaceae"
"Utricularia neglecta","Utricularia","Lentibulariaceae"
"Utricularia bremii","Utricularia","Lentibulariaceae"
"Utricularia intermedia","Utricularia","Lentibulariaceae"
"Utricularia minor","Utricularia","Lentibulariaceae"
"Utricularia ochroleuca","Utricularia","Lentibulariaceae"
"Utricularia stygia","Utricularia","Lentibulariaceae"
"Utricularia vulgaris","Utricularia","Lentibulariaceae"
"Gypsophila vaccaria","Gypsophila","Caryophyllaceae"
"Vaccinium microcarpum","Vaccinium","Ericaceae"
"Vaccinium myrtillus","Vaccinium","Ericaceae"
"Vaccinium oxycoccos","Vaccinium","Ericaceae"
"Vaccinium uliginosum","Vaccinium","Ericaceae"
"Vaccinium vitis-idaea","Vaccinium","Ericaceae"
"Valantia hispida","Valantia","Rubiaceae"
"Valantia muralis","Valantia","Rubiaceae"
"Valeriana apula","Valeriana","Caprifoliaceae"
"Valeriana celtica","Valeriana","Caprifoliaceae"
"Valeriana dioica","Valeriana","Caprifoliaceae"
"Valeriana montana","Valeriana","Caprifoliaceae"
"Valeriana officinalis","Valeriana","Caprifoliaceae"
"Valeriana phu","Valeriana","Caprifoliaceae"
"Valeriana pyrenaica","Valeriana","Caprifoliaceae"
"Valeriana rotundifolia","Valeriana","Caprifoliaceae"
"Valeriana saliunca","Valeriana","Caprifoliaceae"
"Valeriana tripteris","Valeriana","Caprifoliaceae"
"Valeriana tuberosa","Valeriana","Caprifoliaceae"
"Valerianella coronata","Valerianella","Caprifoliaceae"
"Valerianella dentata","Valerianella","Caprifoliaceae"
"Valerianella discoidea","Valerianella","Caprifoliaceae"
"Valerianella echinata","Valerianella","Caprifoliaceae"
"Valerianella eriocarpa","Valerianella","Caprifoliaceae"
"Valerianella locusta","Valerianella","Caprifoliaceae"
"Valerianella microcarpa","Valerianella","Caprifoliaceae"
"Vallisneria spiralis","Vallisneria","Hydrocharitaceae"
"Vandenboschia speciosa","Vandenboschia","Hymenophyllaceae"
"Dianthus nudiflorus","Dianthus","Caryophyllaceae"
"Ventenata dubia","Ventenata","Poaceae"
"Veratrum album","Veratrum","Melanthiaceae"
"Veratrum nigrum","Veratrum","Melanthiaceae"
"Verbascum arcturus","Verbascum","Scrophulariaceae"
"Verbascum blattaria","Verbascum","Scrophulariaceae"
"Verbascum boerhavii","Verbascum","Scrophulariaceae"
"Verbascum chaixii","Verbascum","Scrophulariaceae"
"Verbascum conocarpum","Verbascum","Scrophulariaceae"
"Verbascum creticum","Verbascum","Scrophulariaceae"
"Verbascum densiflorum","Verbascum","Scrophulariaceae"
"Verbascum lychnitis","Verbascum","Scrophulariaceae"
"Verbascum nigrum","Verbascum","Scrophulariaceae"
"Verbascum orientale","Verbascum","Scrophulariaceae"
"Verbascum phlomoides","Verbascum","Scrophulariaceae"
"Verbascum pulverulentum","Verbascum","Scrophulariaceae"
"Verbascum sinuatum","Verbascum","Scrophulariaceae"
"Verbascum thapsus","Verbascum","Scrophulariaceae"
"Verbascum virgatum","Verbascum","Scrophulariaceae"
"Verbena bonariensis","Verbena","Verbenaceae"
"Verbena bracteata","Verbena","Verbenaceae"
"Verbena officinalis","Verbena","Verbenaceae"
"Verbena rigida","Verbena","Verbenaceae"
"Verbena supina","Verbena","Verbenaceae"
"Verbesina alternifolia","Verbesina","Asteraceae"
"Veronica acinifolia","Veronica","Plantaginaceae"
"Veronica agrestis","Veronica","Plantaginaceae"
"Veronica allionii","Veronica","Plantaginaceae"
"Veronica alpina","Veronica","Plantaginaceae"
"Veronica anagallis-aquatica","Veronica","Plantaginaceae"
